ID,Punto de Medición,Estado,MES,Año,hora,Caudal acumulado anterior                       (m3 ) ,Caudal acumulado                   (m3 ),Lectura registro                ( L/s),"M1, M2, M3, M4, M5, MA"
SRM28,"Pozo Los Altos I  ( 4"" )",Macromedidor en mal estado,12,2023,AM,,"192,703.73",13.26, MA 
SRM37,Pozo Los Altos II ,,12,2023,AM,"2,427,660.30","2,441,928.70",29.88, MA 
SRM32,"Pozo Matasanos      ( 4"" )",,12,2023,AM,"651,933.00","655,251.00",8.75, MA 
SRM26,Pozo Joya 1,Macromedidor en mal estado,12,2023,AM,"680,894.80","687,569.79", FOP , MA 
SRM33,Pozo Joya 2,,12,2023,AM,"3,975,349.00","3,994,542.80",27.3, MA 
HM13,"Pozo Joya 3 (8"")",,12,2023,PM,"3,254,289.00","3,295,177.00",34.7, MA 
SRM30,"Pozo Santiago ( 8"" )",,12,2023,AM,"2,324,283.00","2,398,075.00",31.9, MA 
SRM25,"Pozo Burial       ( 6"" )",,12,2023,AM,"2,298,125.00","2,317,360.00", FOP , MA 
SRM12,"Pozo Highland Ranch (3"")",,12,2023,AM,"20,988.00","22,522.00", FOP , MA 
SIM04,Pozo Santa Cruz I        ,,12,2023,AM,"1,858,091.70","1,864,437.30", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,12,2023,AM,"938,895.65","1,048,900.12",44.88, MA 
,Pozo Vilaseca,,12,2023,AM,"366,082.88","385,101.96", FOP , MA 
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,12,2023,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,12,2023,AM,"1,015,398.00","1,048,414.00",11.63, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,12,2023,AM,"1,203,274.00","1,226,924.00",8.63, MA 
SIM14,"Limpieza Tanque Victoria 8""",,12,2023,,,,, MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,12,2023,AM,"2,024,216.00","2,076,894.00",29.82, MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,12,2023,AM,"10,259,585.00","10,308,383.00", FOP , MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,12,2023,AM,"21,730.38","21,958.63", FOP , MA 
PEND,"Victoria Saliendo 6""",,12,2023,AM,"2,671,696.00","2,769,180.00",38.19, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,12,2023,AM,"369,845.00","374,808.00",18.99, MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,12,2023,AM,"674,333.00","685,496.00",2.4, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,12,2023,AM,"650,029.00","660,401.00",2.34, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,12,2023,AM, XXXXX ,,0.86, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,12,2023,AM,"211,057.00","223,576.00",12.57, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,12,2023,AM,"278,704.00","290,244.00",8.43, MA 
SRM51,Breña Mora Entrada Planta,,12,2023,AM,"1,944,655.00","1,985,051.90",12.8, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,12,2023,AM,"1,711,215.30","1,747,790.30",20.7, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,12,2023,AM,"266,895.00","266,895.00", FOP , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,12,2023,AM,"18,869.00","19,099.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,12,2023,AM,"34,064.00","34,767.00",1.34, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,12,2023,AM,"655,633.00","689,149.30",10.85, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,12,2023,AM,"1,850,613.00","1,893,143.00", FOP , MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,12,2023,AM,"2,216,909.00","2,288,506.00",38.2, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,12,2023,AM,"1,508,614.00","1,540,394.00",15.6, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,12,2023,AM,"4,622,584.00","4,692,873.30",34.96, MA 
SIM17,Cementerio  Bunt Planet,,12,2023,AM,"1,131,151.70","1,162,257.70",10.46, MA 
SIM18,Mas x Menos Bunt Planet,,12,2023,AM,"1,795,017.20","1,833,753.90",14.27, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,12,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,12,2023,AM,"779,903.00","785,669.00", FOP , MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,12,2023,AM,"3,225,771.00","3,302,653.00",, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,12,2023,AM,"2,075,506.00","2,123,721.00",, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,12,2023,AM,"681,065.00","721,686.00",, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,12,2023,AM,"3,945,480.00","4,057,565.00",, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,12,2023,AM,"2,342,319.00","2,520,312.00",, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,12,2023,AM,"13,339,262.00","13,547,901.00",, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,12,2023,AM,"579,299.89", FOP ,, MA 
SRM42,"Conducción Noventa a Palmar (4"")",,12,2023,AM,"1,390,437.70","1,427,321.50",14.17, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,12,2023,AM,,,, MA 
,Iris Hernández,,12,2023,AM,"900,357.00","953,304.00",14.61, M1  
PEND,Derivación ASADA San Pedro de Barva,,12,2023,,,,, M2  
BM09,Botho Steinvorth,,12,2023,AM,"3,869,885.40","3,925,938.30",15.27, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,12,2023,AM,"2,482,864.00","2,521,267.00",3.31, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,12,2023,AM,"7,344,543.30","7,529,767.50",75.14, MA 
,29 Catarata,,12,2023,AM,"649,787.00","689,371.00",5.35,
BM16,Arrieta,,12,2023,AM,"4,929,847.20","5,031,361.30",31.58, MA 
,La Anexa,,12,2023,AM,"361,725.00","378,156.00",6.61, M1 
BM03,Carlos Steinvorth,,12,2023,AM,"4,251,773.00","4,311,003.50",19.11, MA 
,29 A,,12,2023,AM,"123,153.00","123,211.00",5.27, M1 
BM14,Sacramento,,12,2023,AM,"4,205,565.00","4,293,567.00",30.74, MA 
BM19,"Marin Cañas Electromagnetico 2""",,12,2023,PM,"235,392.00","237,688.00",0.82, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,12,2023,PM,"13,805,947.00","14,131,347.00",103.1, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,12,2023,AM,"6,940,932.00","7,006,291.00",11.61, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,12,2023,AM,"8,174,397.00","8,201,603.00",9.3, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,12,2023,AM,"11,375,302.00","11,710,474.00",159, MA 
BM10,"El Higueron 8""  (6"")",,12,2023,AM,"8,241,273.00","8,367,788.00",38.93, MA 
BM11,"LA Gemela #1 (6"")",,12,2023,AM,"4,181,352.00","4,204,024.00",8.5, MA 
BM12,"LA Gemela #2  (6"")",,12,2023,AM,"7,720,142.00","7,882,977.00",41.78, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,12,2023,PM,,,74.29, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,12,2023,AM,"839,136.00","915,891.00",27.63, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,12,2023,AM,"3,881,869.00","6,881,869.00",60.16, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,12,2023,AM,"2,427,872.00","2,502,316.00",25.16, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,12,2023,AM,"2,151,113.00","2,218,349.00",24.27, MA 
SR54,Mata Plátano,,12,2023,AM,"339,851.62","394,081.05",1.49, MA 
BM25,"Sacramento 3""",,12,2023,AM,"288,938.00","302,112.00",4.7,
SPM01,"Pozo Miraflores        ( 8"" )",Macromedidor en mal estado,1,2024,PM,"3,797,860.00", -   ,52, MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,1,2024,PM,"7,217,084.00","7,348,610.00", FOP , MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,1,2024,PM,"18,434.00","18,434.00", FOP , MA 
HM07,Pozo Real Santamaría,,1,2024,PM,"19,308,073.00","19,470,167.00",66.24, MA 
HM17,"Pozo Trebol (8"")",,1,2024,AM,"6,455,112.00","6,644,130.00",68.1, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,1,2024,PM,"1,120,141.60","1,146,232.40",25.44, MA 
HM12,"Pozo Granada ( 10"" )",,1,2024,PM,"5,230,253.00","5,304,630.00",32.9, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,1,2024,PM,"156,924.00","156,924.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,1,2024,PM,"135,783.00","135,783.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,1,2024,AM,"193,517.17","317,907.26",47.47, MA 
HM22,Medidor para venta de agua Malinches,,1,2024,AM,"1,060.39","1,098.00", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,1,2024,AM,"4,034,934.19","4,188,251.63",82.02, M2 
HM06,"Pozo San Vicente        ( 10"" )",,1,2024,PM,,"3,464,682.00",104, MA 
HM18,"Pozo Claretiano         ( 10"" )",,1,2024,PM,"7,641,606.00","7,739,841.00",47.9, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,1,2024,PM,"23,134.00",,21.02, MA 
BM17,"Pozo Malinches Real  ( 8"" )",,1,2024,PM,"1,913,755.00","1,913,755.00", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Macromedidor en mal estado,1,2024,AM,"192,703.73","215,874.66",13.63, MA 
SRM37,Pozo Los Altos II ,,1,2024,AM,"2,441,928.70","2,518,442.10",29.38, MA 
SRM32,"Pozo Matasanos      ( 4"" )",,1,2024,AM,"655,251.00","673,064.00",8.41, MA 
SRM26,Pozo Joya 1,Macromedidor en mal estado,1,2024,PM,"687,569.79","699,726.55",6.66, MA 
SRM33,Pozo Joya 2,,1,2024,PM,"3,994,542.80","4,056,843.10",25.14, MA 
HM13,"Pozo Joya 3 (8"")",,1,2024,PM,"3,295,177.00","3,383,216.00",34.7, MA 
SRM30,"Pozo Santiago ( 8"" )",,1,2024,AM,"2,398,075.00","2,476,103.00",31.3, MA 
SRM25,"Pozo Burial       ( 6"" )",,1,2024,AM,"2,317,360.00","2,392,471.00",30.89, MA 
SRM12,"Pozo Highland Ranch (3"")",,1,2024,AM,"22,522.00","45,700.00",11.47, MA 
SIM04,Pozo Santa Cruz I        ,,1,2024,AM,"1,864,437.30","1,869,680.00", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,1,2024,AM,"1,048,900.12","1,149,943.56",46.87, MA 
,Pozo Vilaseca,,1,2024,AM,"385,101.96","415,802.48", FOP , MA 
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,1,2024,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,1,2024,AM,"1,048,414.00","1,068,655.00",12.21, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,1,2024,AM,"1,226,924.00","1,244,427.00",8.19, MA 
SIM14,"Limpieza Tanque Victoria 8""",Macromedidor en mal estado,1,2024,,,,, MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,1,2024,AM,"2,076,894.00","2,111,197.00", FOP , MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,1,2024,AM,"1,030,838.30","1,048,074.70",20.26, MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,1,2024,AM,"21,958.63","22,157.74",0.07, MA 
PEND,"Victoria Saliendo 6""",,1,2024,AM,"2,769,180.00","2,857,092.00",39.24, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,1,2024,AM,"374,808.00","386,735.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,1,2024,AM,"685,496.00","690,524.00",9.03, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,1,2024,AM,"660,401.00","669,765.00",7.56, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,1,2024,AM,,,0.45, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,1,2024,AM,"223,576.00","230,463.00",6.58, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,1,2024,AM,"290,244.00","295,317.00", FOP , MA 
SRM51,Breña Mora Entrada Planta,,1,2024,AM,"1,985,051.90","2,013,960.50",14.9, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,1,2024,AM,"1,747,790.30","1,773,643.50",21.1, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,1,2024,AM,"266,895.00","295,317.00", FOP , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,1,2024,AM,"19,099.00","19,564.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,1,2024,AM,"34,767.00","35,411.00",0.98, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,1,2024,AM,"689,149.30","716,141.00",9.8, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,1,2024,AM,"1,893,143.00","1,911,413.00", FOP , MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,1,2024,AM,"2,288,506.00","2,355,141.00",34.5, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,1,2024,AM,"1,540,394.00","1,563,788.00",9.54, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,1,2024,AM,"4,692,873.30","4,757,007.00",23.47, MA 
SIM17,Cementerio  Bunt Planet,,1,2024,AM,"1,162,257.70","1,190,383.90",12.87, MA 
SIM18,Mas x Menos Bunt Planet,,1,2024,AM,"1,833,753.90","1,868,922.07",15.54, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,1,2024,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,1,2024,AM,"785,669.00","805,617.00",27.6, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,1,2024,AM,"3,302,653.00","3,350,120.00",25.75, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,1,2024,AM,"2,123,721.00","2,161,246.00",11.09, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,1,2024,AM,"721,686.00","741,486.00",8.47, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,1,2024,AM,"4,057,565.00","4,123,484.00",10.61, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,1,2024,PM,"2,520,312.00","2,644,413.00",37.58, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,1,2024,PM,"13,547,901.00","13,728,355.00",57.63, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,1,2024,PM, FOP , FOP , FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,1,2024,PM,"1,427,321.50","1,467,371.30",15.5, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,1,2024,,,,, MA 
,Iris Hernández,,1,2024,AM,"953,304.00","979,800.00",6.75, M1  
PEND,Derivación ASADA San Pedro de Barva,,1,2024,AM,, El Propietario no permite el acceso ,, M2  
BM09,Botho Steinvorth,,1,2024,AM,"3,925,938.30","3,956,537.70",8.69, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,1,2024,AM,"2,521,267.00","2,548,076.00",10.55, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,1,2024,AM,"7,529,767.50","7,657,785.00",60.95, MA 
,29 Catarata,,1,2024,AM,"689,371.00","702,272.00",4.85,
BM16,Arrieta,,1,2024,AM,"5,031,361.30","5,114,538.30",27.33, MA 
,La Anexa,,1,2024,AM,"378,156.00","393,078.00",4.38, M1 
BM03,Carlos Steinvorth,,1,2024,AM,"4,311,003.50","4,357,560.80",17.02, MA 
,29 A,,1,2024,AM,"123,211.00","138,778.00",5.77, M1 
BM14,Sacramento,,1,2024,AM,"4,293,567.00","4,367,056.00",23.18, MA 
BM19,"Marin Cañas Electromagnetico 2""",,1,2024,AM,"237,688.00","239,876.00",1.25, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,1,2024,PM,"14,131,347.00","14,317,439.00",57.67, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,1,2024,AM,"7,006,291.00","7,056,348.00",25.08, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,1,2024,AM,"8,201,603.00","8,225,488.00",9.32, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,1,2024,AM,"11,710,474.00","11,935,192.00",56.9, MA 
BM10,"El Higueron 8""  (6"")",,1,2024,AM,"8,367,788.00","8,462,268.00",31.84, MA 
BM11,"LA Gemela #1 (6"")",,1,2024,AM,"4,204,024.00","4,211,559.00",7.52, MA 
BM12,"LA Gemela #2  (6"")",,1,2024,AM,"7,882,977.00","7,974,921.00",30.13, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,1,2024,AM,,, Muy bajo nivel , M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,1,2024,AM,"915,891.00","988,383.00",28.76, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",Macromedidor en mal estado,1,2024,,"6,881,869.00",,, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,1,2024,AM,"2,502,316.00","2,570,874.00",28.09, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,1,2024,AM,"2,218,349.00","2,280,758.00",28.07, MA 
SR54,Mata Plátano,,1,2024,AM,"394,081.05","405,700.00",1.61, MA 
BM25,"Sacramento 3""",,1,2024,AM,"302,112.00","311,618.00",4.8,
SPM01,"Pozo Miraflores        ( 8"" )",Macromedidor en mal estado,2,2024,PM,"3,797,860.00", -   ,52, MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,2,2024,PM,"7,217,084.00","7,348,610.00", FOP , MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,2,2024,PM,"18,434.00","18,434.00", FOP , MA 
HM07,Pozo Real Santamaría,,2,2024,PM,"19,308,073.00","19,470,167.00",66.24, MA 
HM17,"Pozo Trebol (8"")",,2,2024,AM,"6,455,112.00","6,644,130.00",68.1, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,2,2024,PM,"1,120,141.60","1,146,232.40",25.44, MA 
HM12,"Pozo Granada ( 10"" )",,2,2024,PM,"5,230,253.00","5,304,630.00",32.9, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,2,2024,PM,"156,924.00","156,924.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,2,2024,PM,"135,783.00","135,783.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,2,2024,AM,"193,517.17","317,907.26",47.47, MA 
HM22,Medidor para venta de agua Malinches,,2,2024,AM,"1,060.39","1,098.00", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,2,2024,AM,"4,034,934.19","4,188,251.63",82.02, M2 
HM06,"Pozo San Vicente        ( 10"" )",,2,2024,PM,,"3,464,682.00",104, MA 
HM18,"Pozo Claretiano         ( 10"" )",,2,2024,PM,"7,641,606.00","7,739,841.00",47.9, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,2,2024,PM,"23,134.00",,21.02, MA 
BM17,"Pozo Malinches Real  ( 8"" )",,2,2024,PM,"1,913,755.00","1,913,755.00", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Macromedidor en mal estado,2,2024,AM,"192,703.73","215,874.66",13.63, MA 
SRM37,Pozo Los Altos II ,,2,2024,AM,"2,441,928.70","2,518,442.10",29.38, MA 
SRM32,"Pozo Matasanos      ( 4"" )",,2,2024,AM,"655,251.00","673,064.00",8.41, MA 
SRM26,Pozo Joya 1,Macromedidor en mal estado,2,2024,PM,"687,569.79","699,726.55",6.66, MA 
SRM33,Pozo Joya 2,,2,2024,PM,"3,994,542.80","4,056,843.10",25.14, MA 
HM13,"Pozo Joya 3 (8"")",,2,2024,PM,"3,295,177.00","3,383,216.00",34.7, MA 
SRM30,"Pozo Santiago ( 8"" )",,2,2024,AM,"2,398,075.00","2,476,103.00",31.3, MA 
SRM25,"Pozo Burial       ( 6"" )",,2,2024,AM,"2,317,360.00","2,392,471.00",30.89, MA 
SRM12,"Pozo Highland Ranch (3"")",,2,2024,AM,"22,522.00","45,700.00",11.47, MA 
SIM04,Pozo Santa Cruz I        ,,2,2024,AM,"1,864,437.30","1,869,680.00", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,2,2024,AM,"1,048,900.12","1,149,943.56",46.87, MA 
,Pozo Vilaseca,,2,2024,AM,"385,101.96","415,802.48", FOP , MA 
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,2,2024,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,2,2024,AM,"1,048,414.00","1,068,655.00",12.21, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,2,2024,AM,"1,226,924.00","1,244,427.00",8.19, MA 
SIM14,"Limpieza Tanque Victoria 8""",Macromedidor en mal estado,2,2024,,,,, MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,2,2024,AM,"2,076,894.00","2,111,197.00", FOP , MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,2,2024,AM,"1,030,838.30","1,048,074.70",20.26, MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,2,2024,AM,"21,958.63","22,157.74",0.07, MA 
PEND,"Victoria Saliendo 6""",,2,2024,AM,"2,769,180.00","2,857,092.00",39.24, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,2,2024,AM,"374,808.00","386,735.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,2,2024,AM,"685,496.00","690,524.00",9.03, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,2,2024,AM,"660,401.00","669,765.00",7.56, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,2,2024,AM,,,0.45, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,2,2024,AM,"223,576.00","230,463.00",6.58, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,2,2024,AM,"290,244.00","295,317.00", FOP , MA 
SRM51,Breña Mora Entrada Planta,,2,2024,AM,"1,985,051.90","2,013,960.50",14.9, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,2,2024,AM,"1,747,790.30","1,773,643.50",21.1, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,2,2024,AM,"266,895.00","295,317.00", FOP , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,2,2024,AM,"19,099.00","19,564.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,2,2024,AM,"34,767.00","35,411.00",0.98, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,2,2024,AM,"689,149.30","716,141.00",9.8, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,2,2024,AM,"1,893,143.00","1,911,413.00", FOP , MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,2,2024,AM,"2,288,506.00","2,355,141.00",34.5, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,2,2024,AM,"1,540,394.00","1,563,788.00",9.54, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,2,2024,AM,"4,692,873.30","4,757,007.00",23.47, MA 
SIM17,Cementerio  Bunt Planet,,2,2024,AM,"1,162,257.70","1,190,383.90",12.87, MA 
SIM18,Mas x Menos Bunt Planet,,2,2024,AM,"1,833,753.90","1,868,922.07",15.54, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,2,2024,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,2,2024,AM,"785,669.00","805,617.00",27.6, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,2,2024,AM,"3,302,653.00","3,350,120.00",25.75, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,2,2024,AM,"2,123,721.00","2,161,246.00",11.09, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,2,2024,AM,"721,686.00","741,486.00",8.47, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,2,2024,AM,"4,057,565.00","4,123,484.00",10.61, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,2,2024,PM,"2,520,312.00","2,644,413.00",37.58, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,2,2024,PM,"13,547,901.00","13,728,355.00",57.63, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,2,2024,PM, FOP , FOP , FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,2,2024,PM,"1,427,321.50","1,467,371.30",15.5, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,2,2024,,,,, MA 
,Iris Hernández,,2,2024,AM,"953,304.00","979,800.00",6.75, M1  
PEND,Derivación ASADA San Pedro de Barva,,2,2024,AM,, El Propietario no permite el acceso ,, M2  
BM09,Botho Steinvorth,,2,2024,AM,"3,925,938.30","3,956,537.70",8.69, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,2,2024,AM,"2,521,267.00","2,548,076.00",10.55, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,2,2024,AM,"7,529,767.50","7,657,785.00",60.95, MA 
,29 Catarata,,2,2024,AM,"689,371.00","702,272.00",4.85,
BM16,Arrieta,,2,2024,AM,"5,031,361.30","5,114,538.30",27.33, MA 
,La Anexa,,2,2024,AM,"378,156.00","393,078.00",4.38, M1 
BM03,Carlos Steinvorth,,2,2024,AM,"4,311,003.50","4,357,560.80",17.02, MA 
,29 A,,2,2024,AM,"123,211.00","138,778.00",5.77, M1 
BM14,Sacramento,,2,2024,AM,"4,293,567.00","4,367,056.00",23.18, MA 
BM19,"Marin Cañas Electromagnetico 2""",,2,2024,AM,"237,688.00","239,876.00",1.25, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,2,2024,PM,"14,131,347.00","14,317,439.00",57.67, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,2,2024,AM,"7,006,291.00","7,056,348.00",25.08, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,2,2024,AM,"8,201,603.00","8,225,488.00",9.32, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,2,2024,AM,"11,710,474.00","11,935,192.00",56.9, MA 
BM10,"El Higueron 8""  (6"")",,2,2024,AM,"8,367,788.00","8,462,268.00",31.84, MA 
BM11,"LA Gemela #1 (6"")",,2,2024,AM,"4,204,024.00","4,211,559.00",7.52, MA 
BM12,"LA Gemela #2  (6"")",,2,2024,AM,"7,882,977.00","7,974,921.00",30.13, MA 
